monitoring_location_id,agency_code,agency_name,monitoring_location_number,monitoring_location_name,district_code,country_code,country_name,state_code,state_name,county_code,county_name,minor_civil_division_code,site_type_code,site_type,hydrologic_unit_code,basin_code,altitude,altitude_accuracy,altitude_method_code,altitude_method_name,vertical_datum,vertical_datum_name,horizontal_positional_accuracy_code,horizontal_positional_accuracy,horizontal_position_method_code,horizontal_position_method_name,original_horizontal_datum,original_horizontal_datum_name,drainage_area,contributing_drainage_area,time_zone_abbreviation,uses_daylight_savings,construction_date,aquifer_code,national_aquifer_code,aquifer_type_code,well_constructed_depth,hole_constructed_depth,depth_source_code,revision_note,revision_created,revision_modified,index_right,huc8,name,daily,continuous,field_measurements,samples,conductivity,temperature,dissolved_oxygen,dissolved_solids,chlorophyll,pH,nitrogen,phosphorus,turbidity,parameters,geometry
USGS-08471030,USGS,U.S. Geological Survey,08471030,"Resaca De Los Cuates at Hwy 106 nr Rio Hondo, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080800,,0.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,1.84,1.84,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,True,True,True,True,False,False,True,False,False,False,"['.alpha.-Endosulfan', '2,4,5-T', '2,4-D', 'Acidity, (H+)', 'Agency analyzing sample', 'Aldrin', 'Alpha emitting radium isotopes', 'Alpha particle', 'Ametryn', 'Arsenic', 'Atrazine', 'Azinphos-methyl', 'Barometric pressure', 'Boron', 'Cadmium', 'Carbaryl', 'Carbophenothion', 'Carbophenothion-methyl', 'Chlordane, technical', 'Chlorinated naphthalenes', 'Chromium', 'Copper', 'Cyanazine', 'Diazinon', 'Dicamba', 'Dichlorprop', 'Dieldrin', 'Dissolved oxygen (DO)', 'Dissolved oxygen saturation', 'Disulfoton', 'Endrin', 'Ethion', 'Ethylan', 'Heptachlor', 'Heptachlor epoxide', 'Lead', 'Malathion', 'Mercury', 'Methomyl', 'Methoxychlor', 'Methyl parathion', 'Mirex', 'Molybdenum', 'Nickel', 'Parathion', 'Phorate', 'Picloram', 'Polychlorinated biphenyls', 'Prometon', 'Prometryn', 'Propazine', 'Propham', 'Selenium', 'Silver', 'Silvex', 'Simazine', 'Simetryn', 'Specific conductance', 'Temperature, water', 'Toxaphene', 'Uranium', 'Zinc', 'gamma-HCH (Lindane)', ""p,p'-DDD"", ""p,p'-DDE"", ""p,p'-DDT"", 'pH']",POINT (-97.3635903798036 26.1920197035674)
USGS-08471035,USGS,U.S. Geological Survey,08471035,"Resaca De Los Cuates at Laguna Atascosa NWR, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080800,,7.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from MAP.,NAD27,North American Datum of 1927,2.59,2.59,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.3569233949574 26.2086860430655)
USGS-08471040,USGS,U.S. Geological Survey,08471040,"Cayo Atascosa at Crsg 1, Laguna Atascosa NWR, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080800,,0.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,83.9,83.9,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,True,True,True,True,False,False,True,False,False,False,"['2,4,5-T', '2,4-D', 'Acidity, (H+)', 'Agency analyzing sample', 'Alpha emitting radium isotopes', 'Alpha particle', 'Arsenic', 'Barometric pressure', 'Boron', 'Cadmium', 'Carbaryl', 'Chromium', 'Copper', 'Diazinon', 'Dicamba', 'Dichlorprop', 'Dissolved oxygen (DO)', 'Dissolved oxygen saturation', 'Ethion', 'Lead', 'Malathion', 'Mercury', 'Methomyl', 'Molybdenum', 'Nickel', 'Picloram', 'Prometon', 'Prometryn', 'Propazine', 'Selenium', 'Silver', 'Silvex', 'Simazine', 'Simetryn', 'Specific conductance', 'Temperature, water', 'Uranium', 'Zinc', 'pH']",POINT (-97.3938690985992 26.267017852602)
USGS-08471050,USGS,U.S. Geological Survey,08471050,"Cayo Atascosa at Crsg 2, Laguna Atascosa NWR, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080800,,0.0,10.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,99.2,99.2,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,True,True,True,True,False,False,True,False,False,False,"['.alpha.-Endosulfan', '2,4,5-T', '2,4-D', 'Acidity, (H+)', 'Agency analyzing sample', 'Aldrin', 'Alpha emitting radium isotopes', 'Alpha particle', 'Ametryn', 'Arsenic', 'Atrazine', 'Barometric pressure', 'Boron', 'Cadmium', 'Carbaryl', 'Carbophenothion', 'Carbophenothion-methyl', 'Chlordane, technical', 'Chlorinated naphthalenes', 'Chromium', 'Copper', 'Cyanazine', 'Diazinon', 'Dicamba', 'Dichlorprop', 'Dieldrin', 'Dissolved oxygen (DO)', 'Dissolved oxygen saturation', 'Endrin', 'Ethion', 'Ethylan', 'Heptachlor', 'Heptachlor epoxide', 'Lead', 'Malathion', 'Mercury', 'Methomyl', 'Methoxychlor', 'Methyl parathion', 'Mirex', 'Molybdenum', 'Nickel', 'Parathion', 'Picloram', 'Polychlorinated biphenyls', 'Prometon', 'Prometryn', 'Propazine', 'Selenium', 'Silver', 'Silvex', 'Simazine', 'Simetryn', 'Specific conductance', 'Temperature, water', 'Toxaphene', 'Uranium', 'Vanadium', 'Zinc', 'gamma-HCH (Lindane)', ""p,p'-DDD"", ""p,p'-DDE"", ""p,p'-DDT"", 'pH']",POINT (-97.3891464837834 26.3275719994839)
USGS-08471500,USGS,U.S. Geological Survey,08471500,"Rio Grande at Hidalgo, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,13090002,,0.0,1.0,U,Unknown.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,176100.0,176100.0,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height']",POINT (-98.2669573531239 26.1003547137242)
USGS-08471530,USGS,U.S. Geological Survey,08471530,"Unm Drain nr Hidalgo, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,88.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.2322340092122 26.0850774563195)
USGS-08471540,USGS,U.S. Geological Survey,08471540,"Unm Drain nr Las Milpas, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,90.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.2088998649475 26.0834108073099)
USGS-08471550,USGS,U.S. Geological Survey,08471550,"Unm Drain westside of Santa Ana NWR, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,90.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.1608426172252 26.0706333449402)
USGS-08473230,USGS,U.S. Geological Survey,08473230,"San Juan Del Rio Banco No. 40 nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,12110208,,83.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.1086186254432 26.0697999499743)
USGS-08473235,USGS,U.S. Geological Survey,08473235,"Santa Cruz Canal at Hwy 281 nr Faysville, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST-CA,Canal,121102080400,,82.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.1416757511131 26.380068380425)
USGS-08473251,USGS,U.S. Geological Survey,08473251,"Donna ID Canal at E Levee Rd nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,93650,ST-CA,Canal,121102080100,22,,,,,,,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,N,Interpolated from digital map,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,True,False,False,False,False,False,False,False,False,False,False,False,"['Gage height', 'Precipitation, cumul', 'Stream velocity']",POINT (-98.07215 26.098239)
USGS-0847325106,USGS,U.S. Geological Survey,0847325106,"Donna Canal Sta 3RB nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST-CA,Canal,121102080100,,78.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,1,Accurate to + or - .1 sec (Differentially-Corrected GPS).,D,Differential Global Positioning System (DGPS),NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.0721666666667 26.0973194444444)
USGS-08473259,USGS,U.S. Geological Survey,08473259,"Rio Grande at Ratamal Dam nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,70.0,2.5,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,S,Accurate to + or - 1 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.0575057963711 26.0456338940052)
USGS-08473260,USGS,U.S. Geological Survey,08473260,"McManus Tract (TPWD) nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,80.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.0472276708501 26.0564668964929)
USGS-08473265,USGS,U.S. Geological Survey,08473265,"Zolezzi Banco No. 68 nr Donna, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020311,,79.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.0286159171716 26.0709108965474)
USGS-08473300,USGS,U.S. Geological Survey,08473300,"Rio Grande nr Progreso, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,130900020401,,52.56,0.1,L,Level or other surveyed method.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,176228.0,176228.0,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height']",POINT (-97.9502796028372 26.0628554794523)
USGS-08473325,USGS,U.S. Geological Survey,08473325,"Mercedes District Settling Basin nr Relampago, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080600,,69.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.9088889836688 26.0797994752645)
USGS-08473326,USGS,U.S. Geological Survey,08473326,"Rio Grande nr Mercedes, TX",48,US,United States of America,48,Texas,215,Hidalgo County,93650,ST,Stream,130900020401,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-97.89998333333334 26.061572222222225)
USGS-08473327,USGS,U.S. Geological Survey,08473327,"Santa Maria Pond nr Santa Maria, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,LK,"Lake, Reservoir, Impoundment",121102080600,,64.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.8758320800381 26.0795216986248)
USGS-08473350,USGS,U.S. Geological Survey,08473350,"Unm Drain at Hwy 493 nr Hargill, TX",48,US,United States of America,48,Texas,215,Hidalgo County,,ST,Stream,121102080400,,59.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-98.0258379698428 26.3745134892663)
USGS-08473575,USGS,U.S. Geological Survey,08473575,"Rio Grande nr Los Indios, TX",48,US,United States of America,48,Texas,061,Cameron County,91720,ST,Stream,130900020403,23,,,,,,,S,Accurate to + or - 1 sec.,R,Reported,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,True,False,False,True,True,False,False,False,False,False,False,False,"['Specific cond at 25C', 'Temperature, water']",POINT (-97.76490833333334 26.045225000000002)
USGS-08473700,USGS,U.S. Geological Survey,08473700,"Rio Grande nr San Benito, TX & Ramirez, MX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080900,,0.0,1.0,U,Unknown.,NGVD29,National Geodetic Vertical Datum of 1929,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,176304.0,176304.0,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,True,False,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height']",POINT (-97.7280485483922 26.0336891634013)
USGS-08474090,USGS,U.S. Geological Survey,08474090,"Unm Drain at Hwy 511 nr Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080900,,24.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.4316474351572 25.8878589386357)
USGS-08474095,USGS,U.S. Geological Survey,08474095,"N Main Drain at Boca Chica Hwy, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,90480,ST,Stream,121102080900,22,0.0,0.23,X,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,G,"Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS)",NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation']",POINT (-97.47541666666667 25.921611111111112)
USGS-08474100,USGS,U.S. Geological Survey,08474100,"Unm Resaca at Hwy 281, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080900,,25.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,0.13,0.13,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.5005399034571 25.924802269193)
USGS-08474105,USGS,U.S. Geological Survey,08474105,"Twn Resaca at Hwy 281, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080900,,31.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,0.15,0.15,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.5072068087935 25.9259133619438)
USGS-08474107,USGS,U.S. Geological Survey,08474107,"Town Resaca at E 6th St, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,90480,ST,Stream,121102080900,22,0.0,0.2,X,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,G,"Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS)",NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation', 'Reservoir storage']",POINT (-97.4918888888889 25.91444444444444)
USGS-08474108,USGS,U.S. Geological Survey,08474108,"N Main Drain at Manzano St, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,90480,ST,Stream,121102080900,22,0.0,0.23,X,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,G,"Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS)",NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation']",POINT (-97.45288888888889 25.894027777777776)
USGS-08474110,USGS,U.S. Geological Survey,08474110,"Cameron Co Ditch 1 at FM 802, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,91115,ST-DCH,Ditch,121102080900,22,0.0,0.22,Y,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,N,Interpolated from Digital MAP.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation']",POINT (-97.42569444444445 25.940833333333334)
USGS-08474115,USGS,U.S. Geological Survey,08474115,"Resaca del Rancho Viejo, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,90480,ST,Stream,121102080900,22,0.0,0.2,X,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,G,"Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS)",NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,True,True,True,False,False,False,False,False,True,"['Discharge', 'Dissolved oxygen', 'Gage height', 'Precipitation', 'Reservoir storage', 'Specific cond at 25C', 'Temperature, water', 'Turbidity, Form Neph']",POINT (-97.42150000000001 25.95733333333333)
USGS-08474118,USGS,U.S. Geological Survey,08474118,"Cameron Co Ditch 2 at FM 1847 nr Los Fresnos, TX",48,US,United States of America,48,Texas,061,Cameron County,92295,ST-DCH,Ditch,121102080900,22,0.0,0.25,Y,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,N,Interpolated from Digital MAP.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation']",POINT (-97.47886111111112 26.043750000000003)
USGS-08474120,USGS,U.S. Geological Survey,08474120,"Main Ditch No. nr Los Fresnos, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST-DCH,Ditch,121102080900,,15.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from MAP.,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.4780401379729 26.0436888368616)
USGS-08474300,USGS,U.S. Geological Survey,08474300,"Old Main Drain No 2 at SH 4, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,90480,ST-DCH,Ditch,121102080900,22,0.0,0.22,Y,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,N,Interpolated from Digital MAP.,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,True,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Precipitation']",POINT (-97.37783333333333 25.91722222222222)
USGS-08474320,USGS,U.S. Geological Survey,08474320,"North Main Drain at Ostos Rd, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,91115,ST,Stream,121102080900,23,0.14,0.23,X,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,North American Vertical Datum of 1988,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,N,Interpolated from digital map,NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,True,False,False,True,False,True,False,False,False,False,False,True,"['Dissolved oxygen', 'Gage height', 'Precipitation', 'Specific cond at 25C', 'Turbidity, Form Neph']",POINT (-97.37541666666667 25.956666666666667)
USGS-08474395,USGS,U.S. Geological Survey,08474395,"Brazos Santiago Pass at South Padre Island, TX",48,US,United States of America,48,Texas,061,Cameron County,91115,ES,Estuary,121102081000,22,0.0,1.6,N,Interpolated from Digital Elevation Model,NGVD29,National Geodetic Vertical Datum of 1929,5,Accurate to + or - .5 sec (PLGR/PPS GPS).,G,"Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS)",NAD83,North American Datum of 1983,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,True,True,False,False,False,False,False,False,False,False,False,False,"['Discharge', 'Gage height', 'Sensor velocity']",POINT (-97.15483333333334 26.067444444444444)
USGS-08474550,USGS,U.S. Geological Survey,08474550,"Rio Grande at US Hwy 77, Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,12110208,,18.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,1,13090002,Lower Rio Grande,False,False,False,True,True,True,True,True,False,True,True,True,True,"['Acidity, (H+)', 'Agency analyzing sample', 'Alkalinity', 'Ammonia and ammonium', 'Bicarbonate', 'Biochemical oxygen demand, standard conditions', 'Carbon dioxide', 'Carbonate', 'Chloride', 'Color', 'Dissolved oxygen (DO)', 'Dissolved oxygen saturation', 'Fecal Coliform', 'Fecal Streptococcus Group Bacteria', 'Fixed suspended solids', 'Fluoride', 'Inorganic nitrogen (nitrate and nitrite)', 'Kjeldahl nitrogen', 'Nitrate', 'Nitrite', 'Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)', 'Organic Nitrogen', 'Organic carbon', 'Phosphate-phosphorus', 'Phosphorus', 'Specific conductance', 'Stream flow, instantaneous', 'Sulfate', 'Temperature, water', 'Total dissolved solids', 'Total suspended solids', 'Turbidity', 'Volatile suspended solids', 'pH']",POINT (-97.4977615288053 25.8989694818768)
USGS-08474555,USGS,U.S. Geological Survey,08474555,"Ft Brown Resaca at Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,121102080900,,28.0,20.0,N,Interpolated from Digital Elevation Model,NAVD88,North American Vertical Datum of 1988,F,Accurate to + or - 5 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,0.14,0.14,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.4885943887018 25.8942474049736)
USGS-08474990,USGS,U.S. Geological Survey,08474990,"Rio Grande at Brownsville, TX",48,US,United States of America,48,Texas,061,Cameron County,,ST,Stream,130900020403,,10.0,5.0,M,Interpolated from topographic map.,NGVD29,National Geodetic Vertical Datum of 1929,S,Accurate to + or - 1 sec.,M,Interpolated from map,NAD27,North American Datum of 1927,,,CST,Y,,,,,,,,,,,0,12110208,South Laguna Madre,False,False,False,False,False,False,False,False,False,False,False,False,False,[],POINT (-97.4974837393391 25.8989694833603)
