monitoring_location_id,datetime,characteristic,parameter_code,value,unit,fraction,detection_condition,qualifier,lab_name,priority_group,huc8
TCEQMAIN-13559,2007-08-29,Specific conductance,,3950.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2007-11-28,Specific conductance,,23200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2007-11-28,Specific conductance,,44600.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2007-11-28,Specific conductance,,7700.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2007-11-28,Specific conductance,,49000.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-02-21,Specific conductance,,12900.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-02-21,Specific conductance,,13000.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-02-21,Specific conductance,,6300.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-02-21,Specific conductance,,6200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-04-17,Specific conductance,,6200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-04-17,Specific conductance,,6200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-04-17,Specific conductance,,23200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-08-14,Specific conductance,,5200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-08-14,Specific conductance,,5200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-08-14,Specific conductance,,5400.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-10-09,Specific conductance,,6200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-10-09,Specific conductance,,6200.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-10-09,Specific conductance,,6300.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2008-10-09,Specific conductance,,6100.0,umho/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-02-19,Specific conductance,,5200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-02-19,Specific conductance,,9000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-02-19,Specific conductance,,30300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-02-19,Specific conductance,,5200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-05-06,Specific conductance,,36400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-05-06,Specific conductance,,12700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-05-06,Specific conductance,,11000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-05-06,Specific conductance,,48200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-07-16,Specific conductance,,9700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-07-16,Specific conductance,,47000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2009-07-16,Specific conductance,,25500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-05-06,Specific conductance,,7930.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-05-06,Specific conductance,,7600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-05-06,Specific conductance,,46400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-05-06,Specific conductance,,40200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-06-08,Specific conductance,,21600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-06-08,Specific conductance,,16400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-06-08,Specific conductance,,30700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-06-08,Specific conductance,,11000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2010-08-31,Specific conductance,,3880.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-02-23,Specific conductance,,10300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-02-23,Specific conductance,,9580.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-02-23,Specific conductance,,8340.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-05-10,Specific conductance,,31600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-05-10,Specific conductance,,14300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-05-10,Specific conductance,,47300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-05-10,Specific conductance,,14100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-07-14,Specific conductance,,17000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,25900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,27300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,19000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,19900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,30100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,28400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,24900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-08-10,Specific conductance,,20600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,58500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,19000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,48500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,27400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,57400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,36000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,54200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2011-11-15,Specific conductance,,57200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-02-28,Specific conductance,,18200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-02-28,Specific conductance,,12600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-02-28,Specific conductance,,24400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-05-17,Specific conductance,,28100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-05-17,Specific conductance,,3620.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-05-17,Specific conductance,,3090.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-08-27,Specific conductance,,10000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-08-27,Specific conductance,,16300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-08-27,Specific conductance,,19000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2012-12-04,Specific conductance,,21400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-02-25,Specific conductance,,37200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-02-25,Specific conductance,,31600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-02-25,Specific conductance,,16400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-02-25,Specific conductance,,18000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-05-14,Specific conductance,,6000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-01,Specific conductance,,46800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-01,Specific conductance,,59900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-01,Specific conductance,,12300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-01,Specific conductance,,13900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-01,Specific conductance,,59700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-29,Specific conductance,,36200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-29,Specific conductance,,52800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-29,Specific conductance,,45900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-29,Specific conductance,,41400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-07-29,Specific conductance,,37000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-08-19,Specific conductance,,25000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-08-19,Specific conductance,,24500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-08-19,Specific conductance,,45800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-08-19,Specific conductance,,28700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-08-19,Specific conductance,,25000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-11-14,Specific conductance,,6030.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-11-14,Specific conductance,,49000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2013-11-14,Specific conductance,,16800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-06-16,Specific conductance,,13300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-07-07,Specific conductance,,6350.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-08-11,Specific conductance,,16400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-11-20,Specific conductance,,6960.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-11-20,Specific conductance,,29200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-11-20,Specific conductance,,19100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-11-20,Specific conductance,,27900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-12-15,Specific conductance,,10200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-12-16,Specific conductance,,19900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-12-16,Specific conductance,,8750.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-12-16,Specific conductance,,9390.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2014-12-16,Specific conductance,,17500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-01-26,Specific conductance,,12400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-02-09,Specific conductance,,10600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-04,Specific conductance,,7990.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-28,Specific conductance,,47900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-28,Specific conductance,,3270.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-28,Specific conductance,,3270.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-28,Specific conductance,,43300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-05-28,Specific conductance,,4490.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-07-29,Specific conductance,,10300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-07-29,Specific conductance,,53700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-07-29,Specific conductance,,8770.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-07-29,Specific conductance,,8950.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2015-07-29,Specific conductance,,52100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13559,2002-05-22,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2002-05-22,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2002-05-22,"Temperature, sample",,27.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-08-29,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-08-29,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-08-29,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-11-28,"Temperature, sample",,17.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-11-28,"Temperature, sample",,23.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-11-28,"Temperature, sample",,19.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2007-11-28,"Temperature, sample",,22.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-02-21,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-02-21,"Temperature, sample",,20.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-02-21,"Temperature, sample",,20.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-02-21,"Temperature, sample",,20.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-04-17,"Temperature, sample",,22.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-04-17,"Temperature, sample",,23.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-04-17,"Temperature, sample",,22.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-08-14,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-08-14,"Temperature, sample",,29.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-08-14,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-10-09,"Temperature, sample",,26.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-10-09,"Temperature, sample",,26.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-10-09,"Temperature, sample",,27.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2008-10-09,"Temperature, sample",,26.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-02-19,"Temperature, sample",,22.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-02-19,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-02-19,"Temperature, sample",,22.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-02-19,"Temperature, sample",,22.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-05-06,"Temperature, sample",,26.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-05-06,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-05-06,"Temperature, sample",,28.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-05-06,"Temperature, sample",,25.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-07-16,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-07-16,"Temperature, sample",,29.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2009-07-16,"Temperature, sample",,29.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-02-25,"Temperature, sample",,15.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-02-25,"Temperature, sample",,15.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-02-25,"Temperature, sample",,15.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-02-25,"Temperature, sample",,15.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-05-06,"Temperature, sample",,23.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-05-06,"Temperature, sample",,25.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-05-06,"Temperature, sample",,25.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-05-06,"Temperature, sample",,23.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-06-08,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-06-08,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-06-08,"Temperature, sample",,27.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-06-08,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2010-08-31,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-02-23,"Temperature, sample",,18.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-02-23,"Temperature, sample",,19.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-02-23,"Temperature, sample",,20.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-05-10,"Temperature, sample",,25.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-05-10,"Temperature, sample",,25.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-05-10,"Temperature, sample",,24.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-05-10,"Temperature, sample",,24.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-07-14,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,28.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,27.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,27.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-08-10,"Temperature, sample",,28.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,20.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2011-11-15,"Temperature, sample",,21.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-02-28,"Temperature, sample",,19.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-02-28,"Temperature, sample",,17.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-02-28,"Temperature, sample",,17.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-05-17,"Temperature, sample",,25.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-05-17,"Temperature, sample",,25.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-05-17,"Temperature, sample",,25.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-08-27,"Temperature, sample",,32.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-08-27,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-08-27,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2012-12-04,"Temperature, sample",,23.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-02-25,"Temperature, sample",,20.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-02-25,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-02-25,"Temperature, sample",,20.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-02-25,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-05-14,"Temperature, sample",,25.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-01,"Temperature, sample",,30.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-01,"Temperature, sample",,28.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-01,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-01,"Temperature, sample",,30.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-01,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-29,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-29,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-29,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-29,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-07-29,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-08-19,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-08-19,"Temperature, sample",,30.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-08-19,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-08-19,"Temperature, sample",,30.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-08-19,"Temperature, sample",,29.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-11-14,"Temperature, sample",,24.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-11-14,"Temperature, sample",,21.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2013-11-14,"Temperature, sample",,19.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-06-16,"Temperature, sample",,28.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-07-07,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-07,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-07,"Temperature, sample",,30.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-07,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-07,"Temperature, sample",,30.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-11,"Temperature, sample",,29.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-20,"Temperature, sample",,29.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-20,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-20,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-08-27,"Temperature, sample",,30.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-11-20,"Temperature, sample",,17.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-11-20,"Temperature, sample",,16.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-11-20,"Temperature, sample",,14.8,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-11-20,"Temperature, sample",,14.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-12-15,"Temperature, sample",,21.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-12-16,"Temperature, sample",,21.7,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-12-16,"Temperature, sample",,20.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-12-16,"Temperature, sample",,21.6,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2014-12-16,"Temperature, sample",,20.5,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-01-26,"Temperature, sample",,15.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-02-09,"Temperature, sample",,18.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-04,"Temperature, sample",,26.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-28,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-28,"Temperature, sample",,27.2,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-28,"Temperature, sample",,27.1,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-28,"Temperature, sample",,28.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-05-28,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-07-29,"Temperature, sample",,31.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-07-29,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-07-29,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-07-29,"Temperature, sample",,31.3,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2015-07-29,"Temperature, sample",,30.9,deg C,,,,,temperature,12110208
TCEQMAIN-13559,2005-02-03,Total dissolved solids,,3540.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2005-05-10,Total dissolved solids,,3680.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2005-08-22,Total dissolved solids,,7100.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2005-11-21,Total dissolved solids,,3030.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2006-02-15,Total dissolved solids,,13800.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2006-05-08,Total dissolved solids,,2210.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2006-08-28,Total dissolved solids,,11500.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2006-11-09,Total dissolved solids,,5750.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2007-02-28,Total dissolved solids,,5470.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2007-05-03,Total dissolved solids,,4270.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2007-08-29,Total dissolved solids,,2160.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2007-11-28,Total dissolved solids,,4930.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2008-02-21,Total dissolved solids,,4080.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2008-04-17,Total dissolved solids,,3430.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2008-08-14,Total dissolved solids,,3270.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2008-10-09,Total dissolved solids,,3550.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2009-07-16,Total dissolved solids,,5810.0,mg/L,,,,,dissolved_solids,12110208
TCEQMAIN-13559,2010-02-25,Total dissolved solids,,4400.0,mg/L,,,,,dissolved_solids,12110208
