monitoring_location_id,datetime,characteristic,parameter_code,value,unit,fraction,detection_condition,qualifier,lab_name,priority_group,huc8
TCEQMAIN-13072,2019-04-30,Specific conductance,,4810.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-04-30,Specific conductance,,4770.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-04-30,Specific conductance,,17100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-04-30,Specific conductance,,11900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-08-07,Specific conductance,,10200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-08-07,Specific conductance,,15000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-08-07,Specific conductance,,10100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-08-07,Specific conductance,,15400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2019-08-07,Specific conductance,,10600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2020-02-19,Specific conductance,,12400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2020-02-19,Specific conductance,,9780.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2020-02-19,Specific conductance,,9710.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2020-02-19,Specific conductance,,9680.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2020-02-19,Specific conductance,,14100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2024-12-16,Specific conductance,,22300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2024-12-16,Specific conductance,,31800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2024-12-16,Specific conductance,,9420.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2024-12-16,Specific conductance,,18200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2024-12-16,Specific conductance,,31500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-03-04,Specific conductance,,19200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-07-28,Specific conductance,,26400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-07-28,Specific conductance,,31100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-07-28,Specific conductance,,21800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-07-28,Specific conductance,,32600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-07-28,Specific conductance,,28900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-10-21,Specific conductance,,46100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-10-21,Specific conductance,,42200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-10-21,Specific conductance,,22700.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-10-21,Specific conductance,,14000.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2025-10-21,Specific conductance,,32800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-02-09,Specific conductance,,24200.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-02-09,Specific conductance,,25600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-02-09,Specific conductance,,31400.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-02-09,Specific conductance,,27600.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-02-09,Specific conductance,,28900.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-05-04,Specific conductance,,47800.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-05-04,Specific conductance,,8190.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-05-04,Specific conductance,,48300.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-05-04,Specific conductance,,39100.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2026-05-04,Specific conductance,,18500.0,uS/cm,,,,,conductivity,12110208
TCEQMAIN-13072,2006-08-28,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-08-29,"Temperature, sample",,27.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-08-29,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-08-29,"Temperature, sample",,27.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-08-29,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-11-28,"Temperature, sample",,21.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-11-28,"Temperature, sample",,22.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-11-28,"Temperature, sample",,18.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2007-11-28,"Temperature, sample",,17.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-02-21,"Temperature, sample",,20.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-02-21,"Temperature, sample",,20.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-02-21,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-02-21,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-04-17,"Temperature, sample",,24.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-04-17,"Temperature, sample",,24.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-04-17,"Temperature, sample",,22.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-04-17,"Temperature, sample",,27.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-08-14,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-08-14,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-08-14,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-10-09,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-10-09,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-10-09,"Temperature, sample",,26.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2008-10-09,"Temperature, sample",,26.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-02-19,"Temperature, sample",,22.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-02-19,"Temperature, sample",,22.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-02-19,"Temperature, sample",,22.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-02-19,"Temperature, sample",,23.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-05-06,"Temperature, sample",,26.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-05-06,"Temperature, sample",,27.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-05-06,"Temperature, sample",,25.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-05-06,"Temperature, sample",,27.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-07-16,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-07-16,"Temperature, sample",,28.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-07-16,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2009-07-16,"Temperature, sample",,28.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-02-25,"Temperature, sample",,14.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-02-25,"Temperature, sample",,15.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-02-25,"Temperature, sample",,15.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-02-25,"Temperature, sample",,15.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-05-06,"Temperature, sample",,23.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-05-06,"Temperature, sample",,23.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-05-06,"Temperature, sample",,25.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-05-06,"Temperature, sample",,25.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-06-08,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-06-08,"Temperature, sample",,27.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-06-08,"Temperature, sample",,27.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-06-08,"Temperature, sample",,28.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-08-31,"Temperature, sample",,28.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-08-31,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2010-08-31,"Temperature, sample",,28.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-02-23,"Temperature, sample",,18.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-02-23,"Temperature, sample",,19.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-02-23,"Temperature, sample",,20.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-05-10,"Temperature, sample",,24.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-05-10,"Temperature, sample",,25.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-05-10,"Temperature, sample",,24.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-05-10,"Temperature, sample",,25.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-07-14,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-07-14,"Temperature, sample",,28.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-07-14,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2011-08-10,"Temperature, sample",,27.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-02-28,"Temperature, sample",,19.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-02-28,"Temperature, sample",,17.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-02-28,"Temperature, sample",,17.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-05-17,"Temperature, sample",,25.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-05-17,"Temperature, sample",,25.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-05-17,"Temperature, sample",,25.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-08-27,"Temperature, sample",,29.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-08-27,"Temperature, sample",,30.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-08-27,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-08-27,"Temperature, sample",,29.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2012-12-04,"Temperature, sample",,23.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-02-25,"Temperature, sample",,21.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-02-25,"Temperature, sample",,20.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-02-25,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-05-14,"Temperature, sample",,25.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-01,"Temperature, sample",,29.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-01,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-01,"Temperature, sample",,29.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-01,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-01,"Temperature, sample",,29.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-29,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-29,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-29,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-29,"Temperature, sample",,28.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-07-29,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-08-19,"Temperature, sample",,29.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-08-19,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-08-19,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-08-19,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-08-19,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-11-14,"Temperature, sample",,24.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-11-14,"Temperature, sample",,19.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2013-11-14,"Temperature, sample",,21.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-06-16,"Temperature, sample",,28.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-07-07,"Temperature, sample",,27.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-07,"Temperature, sample",,30.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-07,"Temperature, sample",,30.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-07,"Temperature, sample",,30.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-07,"Temperature, sample",,30.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-11,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-20,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-20,"Temperature, sample",,30.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-20,"Temperature, sample",,30.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-20,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-27,"Temperature, sample",,30.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-27,"Temperature, sample",,30.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-08-27,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-09-22,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-10-20,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-11-17,"Temperature, sample",,16.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-11-20,"Temperature, sample",,17.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-11-20,"Temperature, sample",,17.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-11-20,"Temperature, sample",,15.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-12-15,"Temperature, sample",,21.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-12-16,"Temperature, sample",,20.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-12-16,"Temperature, sample",,21.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-12-16,"Temperature, sample",,21.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2014-12-16,"Temperature, sample",,20.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-01-26,"Temperature, sample",,14.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-02-09,"Temperature, sample",,18.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-03-21,"Temperature, sample",,15.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-04-06,"Temperature, sample",,24.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-04,"Temperature, sample",,25.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-28,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-28,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-28,"Temperature, sample",,27.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-28,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-05-28,"Temperature, sample",,27.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-07-29,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-07-29,"Temperature, sample",,31.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-07-29,"Temperature, sample",,31.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-07-29,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-07-29,"Temperature, sample",,30.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-10-08,"Temperature, sample",,27.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-10-08,"Temperature, sample",,28.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-10-08,"Temperature, sample",,28.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-10-08,"Temperature, sample",,27.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2015-10-08,"Temperature, sample",,28.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-02-29,"Temperature, sample",,21.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-02-29,"Temperature, sample",,20.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-02-29,"Temperature, sample",,20.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-06-21,"Temperature, sample",,29.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-06-21,"Temperature, sample",,31.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-06-21,"Temperature, sample",,27.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-06-21,"Temperature, sample",,31.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-06-21,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,30.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,30.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,30.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,30.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-07-27,"Temperature, sample",,29.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-09-29,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-09-29,"Temperature, sample",,27.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-09-29,"Temperature, sample",,27.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-09-29,"Temperature, sample",,29.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2016-09-29,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-05-16,"Temperature, sample",,25.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-05-16,"Temperature, sample",,26.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-05-16,"Temperature, sample",,27.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-05-16,"Temperature, sample",,27.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-05-16,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-08-09,"Temperature, sample",,31.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-08-09,"Temperature, sample",,33.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-08-09,"Temperature, sample",,30.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-08-09,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-11-30,"Temperature, sample",,22.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-11-30,"Temperature, sample",,19.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-11-30,"Temperature, sample",,22.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-11-30,"Temperature, sample",,22.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2017-11-30,"Temperature, sample",,22.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-03-14,"Temperature, sample",,21.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-03-14,"Temperature, sample",,21.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-03-14,"Temperature, sample",,20.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-03-14,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-05-17,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-05-17,"Temperature, sample",,28.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-05-17,"Temperature, sample",,28.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-05-17,"Temperature, sample",,27.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-05-17,"Temperature, sample",,28.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-07-26,"Temperature, sample",,31.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-07-26,"Temperature, sample",,33.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-07-26,"Temperature, sample",,30.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-07-26,"Temperature, sample",,31.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-07-26,"Temperature, sample",,30.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-10-23,"Temperature, sample",,21.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-10-23,"Temperature, sample",,23.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-10-23,"Temperature, sample",,23.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-10-23,"Temperature, sample",,20.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2018-10-23,"Temperature, sample",,20.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,17.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,17.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,17.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,16.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,16.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-01-17,"Temperature, sample",,17.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-04-30,"Temperature, sample",,26.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-08-07,"Temperature, sample",,31.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-08-07,"Temperature, sample",,31.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-08-07,"Temperature, sample",,31.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-08-07,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-08-07,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,14.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,19.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,15.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,14.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,14.3,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2019-11-20,"Temperature, sample",,19.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2020-02-19,"Temperature, sample",,22.2,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2020-02-19,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2020-02-19,"Temperature, sample",,22.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2020-02-19,"Temperature, sample",,21.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2020-02-19,"Temperature, sample",,22.1,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2024-12-16,"Temperature, sample",,21.8,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2024-12-16,"Temperature, sample",,18.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2024-12-16,"Temperature, sample",,18.9,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2024-12-16,"Temperature, sample",,18.0,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2024-12-16,"Temperature, sample",,19.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-03-04,"Temperature, sample",,20.7,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-07-28,"Temperature, sample",,30.4,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-07-28,"Temperature, sample",,30.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-07-28,"Temperature, sample",,30.6,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-07-28,"Temperature, sample",,30.5,deg C,,,,,temperature,12110208
TCEQMAIN-13072,2025-07-28,"Temperature, sample",,31.0,deg C,,,,,temperature,12110208
